# Pathway	SSM01_Abundance	SSM02_Abundance	SSM03_Abundance	SSM04_Abundance	SSM05_Abundance	SSM06_Abundance	SSM07_Abundance	SSM08_Abundance	SSM09_Abundance	SSM10_Abundance	SSM11_Abundance	SSM12_Abundance	SSM13_Abundance	SSM14_Abundance	SSM15_Abundance	SSM16_Abundance	SSM17_Abundance	SSM18_Abundance	SSM19_Abundance	SSM20_Abundance	SSM21_Abundance	SSM22_Abundance	SSM23_Abundance	SSM24_Abundance	SSM25_Abundance	SSM26_Abundance	SSM27_Abundance	SSM28_Abundance	SSM29_Abundance	SSM30_Abundance	SSM31_Abundance	SSM32_Abundance	SSM33_Abundance	SSM34_Abundance	SSM35_Abundance	SSM36_Abundance	SSM37_Abundance	SSM38_Abundance	SSM39_Abundance	SSM40_Abundance	SSM41_Abundance
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.00050353	0.000537085	0.000419709	0.000495545	0.000547459	0.000411259	0.000488486	0.000380878	0.000399747	0.000283272	0.000314548	0.000493511	0.000748291	0.000438105	0.000402807	0.000382269	0.000518387	0.000441358	0.000404234	0.000438324	0.000386756	0.00044031	0.000473725	0.000543632	0.000466543	0.000785563	0.000500015	0.000727821	0.000439877	0.000358176	0.000458736	0.00028596	0.000562012	0.000625396	0.000501697	0.000789127	0.000199166	0.000331526	0.000216068	0.000395543	0
PWY-6123: inosine-5'-phosphate biosynthesis I	0.000357749	0.000254566	0.000399353	0.00042996	0.000504251	0.000371387	0.000319317	0.000461428	0	0.00035804	0.000324899	0.000369068	0.000822362	0.000347092	0.000215469	0.000304698	8.37074e-05	0.000141608	0.000157142	0.000357596	0.000323809	0.000313776	1.23813e-05	0.000167347	0	0.000446396	0.000237936	0.000383562	0.000342654	0.000261849	9.67878e-05	0	0.000335384	0.000553619	0.000247477	2.95311e-05	0.000170983	0.000318431	0.0001819	0.000169651	0
PWY-6124: inosine-5'-phosphate biosynthesis II	0.00033284	0.000232163	0.000354939	0.000413352	0.00047938	0.000346854	0.000296385	0.000407767	0	0.000322377	0.000311493	0.000350324	0.000826823	0.000309509	0.000194156	0.000295128	7.15537e-05	0.000125171	0.000140617	0.000351574	0.00031414	0.000300754	6.61636e-06	0.000147754	0	0.00042798	0.000218334	0.000354979	0.000324638	0.000254321	8.32615e-05	0.000275333	0.00031327	0.000502065	0.000225683	2.47577e-05	0.000134772	0.000296304	0.000160309	0.000152416	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	7.52637e-05	0.000101449	0.000267518	0.000107982	3.57788e-05	0.000128057	0.000140972	0.000436612	0	0.000404773	0.000406649	0.000159668	0.000824865	0.000307086	0.000178675	6.55869e-05	0	0.000122261	0.000116729	0.000180313	0.000166966	0.000132976	0	2.77715e-05	0	0.000224586	0.000114653	4.54375e-05	8.52761e-05	0.000211936	3.04078e-05	0	0.000295543	0	0.000129186	1.44439e-05	0.000233389	0.000196314	0.000220838	0.000175045	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.000107762	0.000148459	0.000293614	0.000150441	5.2303e-05	0.000172546	0.000195813	0.000461796	0	0.000362528	0.000379185	0.000214561	0.000844259	0.000364091	0.000224502	9.21145e-05	0	0.000162459	0.000154647	0.000244452	0.000220952	0.000184767	0	4.08818e-05	0	0.000285682	0.000163211	6.62692e-05	0.000121788	0.000253893	4.51684e-05	0	0.000362159	0	0.000176166	2.13707e-05	0.00022066	0.000244364	0.000218464	0.000224616	0
PWY-6143: CMP-pseudaminate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09844e-05	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.000104162	5.13775e-05	9.18375e-05	0.00023157	8.78037e-05	0.000150066	0.000169524	0.000291329	0	0.000358837	0.000326465	0.000113613	0.000568646	0.000190465	5.91341e-05	1.72039e-05	0	2.15332e-05	5.76542e-05	0.000120094	0.000166441	8.77167e-05	8.69662e-06	0	0	0.000309027	0.00015028	2.24584e-05	0.000237699	0.000133082	8.95896e-06	0	2.86924e-05	4.3704e-05	0	0	0.000262497	0.000190002	0	6.3516e-05	0
PWY-6151: S-adenosyl-L-methionine salvage I	0.000428719	0.000380431	0.000242156	0.000321857	8.5574e-05	0.000374614	0.000343269	0.000368964	0	3.08488e-05	6.50366e-05	0.000399371	0.000896146	0.000319762	8.5183e-05	0.000148564	0.000122538	0.000172934	1.40125e-05	0.000320185	0.000409584	0.000361523	0.000548461	0.000152308	0.000223682	0.000621744	0.00032566	0.000381354	0.00018617	0.000189997	0.000321803	0	0.000257597	8.00889e-05	0.000368738	0	0.00020245	0.000128793	0.00015167	0.000141557	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.00056665	0.000424085	0.00027096	0.000493656	0.000534736	0.000404521	0.000476608	0.000319466	0	0.000420782	0.000408358	0.000529588	0.000685696	0.000365329	0.000345027	0.000323902	0.000375813	0.000429192	0.000514331	0.000524619	0.000392125	0.000475499	0.000729892	0.00043658	0.000522762	0.000564416	0.000437799	0.000700088	0.000415451	0.000303996	0.000476337	0	0.000523987	0.000689932	0.000508732	0.000602702	0.000132783	0.000425996	0.000178546	0.000412233	0
PWY-6168: flavin biosynthesis III (fungi)	0	0.000170703	0	5.82943e-05	7.26324e-05	0.000100359	5.48248e-05	0	0	0	0	6.10218e-05	0	0.000120745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57538e-05	0	0	2.30571e-05	0	0	0	0	0.000128771	0	3.30385e-05	0
PWY-6182: superpathway of salicylate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116099	0	0	0	0	0	0	2.9734e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013317	0	0	0	0	0	0	4.52244e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6215: 4-chlorobenzoate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42966e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)	6.73309e-05	8.68054e-05	4.91282e-05	4.20181e-05	2.01196e-05	3.06346e-05	7.46144e-05	0.000252439	0	1.29893e-05	6.43638e-05	6.19064e-05	0.000639382	0.000246253	0	0	0	2.68411e-05	0	6.21354e-05	0.000276319	2.33826e-05	9.64209e-05	3.38524e-05	0	0	2.4846e-05	0	1.31872e-05	7.87594e-05	0	0	6.11073e-05	0	9.03999e-06	0	0.000172922	7.23957e-05	7.18802e-05	4.698e-05	0
PWY-622: starch biosynthesis	0.000161617	0	0	0.00012047	0	4.13621e-05	0	0	0	0	0	0.000206999	7.21968e-05	5.34454e-05	0	0	0	0	0	0.000163519	4.75541e-05	3.26052e-05	0	6.30815e-05	0	0	3.7756e-05	0	0	1.88044e-05	0	0	0	0	0	0	0	0.000109912	0	0	0
PWY-6270: isoprene biosynthesis I	0.000186089	0.000250246	0.000299229	0.000198493	4.69067e-05	9.77036e-05	5.67028e-05	0	0	5.3727e-05	0.000172055	0.000150249	5.92002e-05	0.000262218	0	9.10796e-05	3.4619e-05	0.000127429	0.000175115	0	0.000284528	7.3461e-05	0	0	0	0	3.91507e-05	6.03379e-05	0	4.08135e-05	0.000178327	0	0.000227025	6.96009e-05	0	0	0.000142188	0.00026474	0	0.000155857	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.00050353	0.000537085	0.000419709	0.000495545	0.000547459	0.000411259	0.000488486	0.000380878	0.000399747	0.000283272	0.000314548	0.000493511	0.000748291	0.000438105	0.000402807	0.000382269	0.000518387	0.000441358	0.000404234	0.000438324	0.000386756	0.00044031	0.000473725	0.000543632	0.000466543	0.000785563	0.000500015	0.000727821	0.000439877	0.000358176	0.000458736	0.00028596	0.000562012	0.000625396	0.000501697	0.000789127	0.000199166	0.000331526	0.000216068	0.000395543	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.000113198	0.000105027	0.00020964	0.000152506	0.000448548	0.000168181	0.00011503	0	0	0.000502515	0.000474478	0.000181106	4.24074e-05	0.000279945	8.18775e-05	9.80305e-05	0	0	0	0.000115366	0.000246369	0.00011533	0	0	0	0	0.000105318	0	0.000244473	0.000136534	2.44597e-05	0	2.3241e-05	0.000442669	0	0	0.000220224	4.45804e-05	6.76879e-05	0	0
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0	8.83785e-05	0	2.72022e-05	3.69242e-05	6.93898e-05	0	0	0	0	0	2.01339e-05	4.40679e-05	0.000195941	0	0	0	0	0	0	0.000170556	0	0	0	0	0	0	0	0	5.15567e-05	0	0	0	0	0	0	0.000181584	0	8.50988e-05	0	0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0	0.000107512	0	4.06519e-05	6.88249e-05	9.44847e-05	0	0	0	0	0	1.76561e-05	0	0.000239933	0	0	0	0	0	0	0.000209876	0	0	0	0	0	0	0	0	7.55074e-05	0	0	0	0	0	0	0.000204117	0	8.44519e-05	0	0
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	0.000160664	3.49543e-05	0.000262911	0.00018421	0	4.84954e-05	2.8349e-05	0	0	2.03444e-05	8.21079e-05	0.000157046	0.000122843	0.000216739	0	2.80342e-05	0	1.66468e-05	0	0.000143617	8.5597e-05	3.73199e-05	6.68049e-06	2.67282e-05	0	0	0	0	0	0	1.86381e-05	0	4.84988e-05	0	0	0	0	6.91804e-05	2.49881e-05	0	0
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	0	5.18001e-05	0	4.89926e-06	0	7.07144e-06	0	0.000214593	0	0	0	0	0	8.7207e-05	0	0	0	0	0	0	7.44503e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6305: superpathway of putrescine biosynthesis	0.00011189	0.000196703	0.000137605	6.52996e-05	0.000110113	3.46265e-05	5.81864e-05	0	0	0.000109286	4.18447e-05	3.63618e-05	0	0.000224218	9.1455e-06	1.43814e-05	3.65993e-05	2.61551e-05	1.9005e-05	2.98292e-05	0.000137216	6.58205e-05	1.6616e-05	1.65856e-05	0	0	0.000188957	0	0.000159583	4.8317e-05	2.72041e-05	0	4.07517e-05	5.39052e-05	0	0	0.0001928	9.09073e-05	0	1.6737e-05	0
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	0	0	0	0	0	0	0	0	0	8.60053e-05	2.48862e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6313: serotonin degradation	0	0	0	0	0	0	0	0	0	0.000108263	3.25614e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6317: D-galactose degradation I (Leloir pathway)	0.000256327	0.000345599	9.47014e-05	0.000264485	7.32748e-05	0.000115271	0.000104372	0.000279524	0	0	0	0.000224987	0.000688353	0.0003088	7.96651e-05	7.74141e-05	0.00014237	0.000167086	0.000117285	0.00020479	0.000282229	0.000147354	0.000164395	0.000184618	0.000207258	0.000215171	0.000149417	0.000141694	0.000128095	0.000113109	0.000179733	0	0.000235778	7.38285e-05	0.000148889	0	0.000132811	0.000110697	0.000236847	8.32449e-05	0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	0	0	0	0	1.81353e-06	0	0	0	0	0	0	0	0	1.47553e-05	0	0	0	0	0	0	4.18193e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6328: L-lysine degradation X	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29244e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6353: purine nucleotides degradation II (aerobic)	5.5006e-05	0.000173268	0	6.21935e-05	0.000141705	4.14237e-05	0.000162007	0	0	1.1221e-05	6.84543e-05	4.00518e-05	0	0.000365111	9.89778e-05	0.000103951	0.000132775	0.000176693	0.000191813	2.00342e-05	4.12781e-05	8.53777e-05	0.000107605	9.77915e-05	0	0.000273661	4.32343e-05	0	1.94532e-05	0.000134105	9.16166e-05	0	7.00098e-05	5.82984e-05	6.40752e-05	0	0	6.56396e-05	0	0.000105038	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.00044953	0.000480832	0.000433073	0.000438541	0.00054954	0.000389128	0.000492286	0.000276057	0	0.000336742	0.000328726	0.000476823	0.000726692	0.000325318	0.000362474	0.000308664	0.000403985	0.00040617	0.000382023	0.000474663	0.000376112	0.00045989	0.000633341	0.000483435	0.000389216	0.000482026	0.000472393	0.000632162	0.000503689	0.000337669	0.000524862	0	0.00040031	0.000729032	0.000453106	0.000576786	0.000191993	0.000386407	0.000163657	0.000388854	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.000519906	0.000499366	0.000412115	0.000502868	0.000559566	0.000392871	0.000428489	0.000316188	0	0.000294941	0.000295437	0.000524847	0.00085366	0.000287865	0.000363962	0.000307607	0.000415738	0.000391764	0.000348631	0.000514387	0.000369853	0.000470448	0.000639146	0.000483612	0.000388034	0.000513321	0.00048035	0.000690278	0.000471047	0.000323672	0.000549951	0	0.000420397	0.000743422	0.000464175	0.000554859	0.000117446	0.000390262	0.000211989	0.000368777	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.000501266	0.000486837	0.000416064	0.000496001	0.00056882	0.000385517	0.000460765	0.000282254	0	0.000312453	0.000307681	0.000508225	0.000805231	0.000313485	0.000381273	0.000359385	0.000458333	0.000408287	0.000374309	0.000485106	0.000374779	0.00045932	0.000662206	0.000479655	0.000376381	0.00054424	0.000480196	0.000686825	0.000490568	0.000326954	0.000534987	0	0.000412873	0.000751624	0.00050261	0.000761594	0.000176741	0.00039017	0.000200064	0.000385176	0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62319e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	7.11349e-05	3.53897e-05	0	4.23812e-05	0	0	0	0	0	0	0	0.000130122	0	0	0	0	0	5.4088e-06	0	0.00011784	0	0.000150267	0	9.42647e-05	0	0	0	5.7762e-05	0	0	0	0	0.000101345	0	0	0	0	0	0.000141715	0	0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107497	0	0	0	0	0	0.00014524	0	0
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88983e-05	0	3.58925e-06	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.000122924	0.000113015	0.000157368	0.000106303	1.85316e-05	3.28098e-05	8.02021e-05	0	0	0	0	0.000101467	1.42857e-05	4.34001e-05	1.55781e-05	2.8059e-05	7.61433e-05	9.36817e-05	0.000113738	8.17482e-05	0.000170094	4.88567e-05	0.000112456	0.000115566	0	7.44145e-05	8.13834e-05	0	7.38051e-05	3.1205e-05	5.0581e-05	0	7.28271e-05	5.69683e-05	2.57746e-05	0	9.3619e-05	6.74061e-05	4.86731e-05	3.51789e-05	0
PWY-6518: bile acids epimerization	3.19476e-06	0	0	0	0	5.15981e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38093e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.000120451	0.000131291	0.000191689	0.000129005	0.000150844	0.000156321	0.000128939	0	0	0.000388438	0.000245161	0.000148108	0	0.000277367	7.87501e-05	8.86084e-05	0	0	0	0.000112956	0.000192579	0.000131997	0	0	0	0	0.000118312	0	0.000260821	0.000132519	0	0	2.48945e-05	0.000179149	0	0	0.000245743	5.04414e-05	0	0	0
PWY-6527: stachyose degradation	0.000134385	0.000185036	9.92823e-05	0.000154686	3.71938e-05	9.95925e-05	0.000105395	0	0	0	0	9.72435e-05	0.000273034	0.000245151	3.39583e-05	5.62807e-05	4.36954e-05	8.98904e-05	9.74437e-05	0.000101442	0.000250957	3.30951e-05	0.000143894	0.00011156	0.000261207	0.000116273	1.92626e-05	0.000138557	4.27114e-05	6.67807e-05	2.54467e-05	0	0.00023586	2.66828e-05	0.00012569	0	0.000168222	4.93415e-05	0.000153018	4.162e-05	0
PWY-6531: mannitol cycle	4.59872e-06	6.32981e-05	0	1.22067e-05	6.19132e-06	1.29965e-05	0	0	0	0	0	5.66301e-06	0	0.000149945	0	0	0	0	0	0	7.80529e-05	0	0	0	0	0	1.31539e-05	0	0	3.51043e-05	0	0	3.57281e-05	0	0	0	0	0	7.15459e-05	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	7.15702e-06	7.30894e-05	0	1.61161e-05	1.64597e-05	1.00162e-05	0	0	0	0	0	1.47054e-05	0	6.1479e-05	0	0	0	0	0	9.00954e-05	0.000122845	2.39093e-05	0	0	0	0	0	0	0	3.64195e-05	0	0	0	0	0	0	0.000164546	3.65826e-05	0	0	0
PWY-6549: L-glutamine biosynthesis III	8.83572e-05	0.000113471	0	5.79179e-05	3.40967e-05	0	0	0	0	0	5.17869e-05	0.000117929	0	0.000107605	0	3.67002e-05	0	2.99554e-05	0	4.89404e-05	0.000125826	1.98724e-05	2.41452e-05	8.80741e-05	0	1.08349e-05	3.3183e-05	0	0	8.54494e-05	2.69441e-05	0	4.34503e-05	0	8.43294e-05	0	0	4.71979e-05	0	3.66527e-05	0
PWY-6562: norspermidine biosynthesis	0	0	0	0	0	0	0	0	0	0.000111573	7.70088e-05	0	0	0	0	0	0	9.79913e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6565: superpathway of polyamine biosynthesis III	0	0	0	0	0	0	0	0	0	0.000113113	7.7749e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6572: chondroitin sulfate degradation I (bacterial)	5.33391e-06	0	0	0	0	0	2.41096e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86267e-05	0	6.36946e-06	0
PWY-6588: pyruvate fermentation to acetone	2.54738e-05	4.49124e-05	0	2.03296e-05	3.14369e-05	2.15086e-05	0	0	0	0	0	0	0	1.74709e-05	7.06852e-05	0.000120595	0.000161728	0.000176088	0.000210651	0	0	6.14872e-05	0.000151148	0.000298073	0	0.000135141	0.000103353	0	0.000123258	5.91667e-05	7.71295e-05	0	8.2788e-05	8.92314e-05	1.90326e-05	0	0	0.000107651	0	0.000218778	0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	4.84016e-05	6.19865e-05	0	0	4.71161e-05	4.51773e-05	0	0	0	0	0	2.31641e-05	0	8.58214e-06	0	8.37346e-05	6.16173e-05	9.10123e-05	0	2.7995e-05	3.9743e-05	6.4062e-05	0	0.000154751	0	0	0	0	0	9.0955e-05	5.53981e-05	0	7.74102e-05	0	0	0	0	6.75212e-05	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	2.6476e-05	0	0	2.06191e-05	0	7.32942e-06	1.05244e-05	0	0	1.30249e-05	5.08448e-05	2.19365e-05	0	4.9865e-05	0	0	0	0.000114363	9.14084e-05	1.04838e-05	2.19785e-05	9.89771e-06	0	3.64413e-05	0	0	1.10852e-05	0	0	1.88429e-05	0	0	0	0	9.27033e-06	0	0	2.2955e-05	0	3.18086e-05	0
PWY-6606: guanosine nucleotides degradation II	4.45384e-05	7.63253e-05	0	2.73653e-05	7.33669e-05	1.89848e-05	9.67923e-05	0	0	0.000114461	9.10001e-05	4.59181e-05	2.5329e-05	0.000319143	6.01917e-05	5.76968e-05	8.37164e-05	0.000119986	0.000120389	4.18725e-05	6.91936e-05	4.81553e-05	7.14044e-05	5.37591e-05	0	0.000170449	2.46016e-05	0	1.07096e-05	7.98683e-05	5.41725e-05	0	3.43594e-05	3.02466e-05	1.40386e-05	0	0	3.71628e-05	4.01954e-05	6.28246e-05	0
PWY-6607: guanosine nucleotides degradation I	4.45384e-05	0	0	2.5456e-05	0	7.93131e-06	1.06467e-05	0	0	1.34251e-05	9.10001e-05	4.59181e-05	0	5.04726e-05	0	0	0	0.000118537	9.51783e-05	4.18725e-05	1.67533e-05	9.84436e-06	0	3.36793e-05	0	0	1.05417e-05	0	0	1.92024e-05	0	0	0	0	1.40386e-05	0	0	2.20439e-05	0	3.03085e-05	0
PWY-6608: guanosine nucleotides degradation III	8.19935e-05	0.000281273	0.000129055	0.000112527	0.00013471	4.65706e-05	0.000139768	0	0	0.000114461	7.45937e-05	5.9745e-05	3.01511e-05	0.000402109	9.09812e-05	0.000110137	0.000247946	0.000147083	0.000173105	6.73776e-05	0.000134681	0.000121801	0.000108976	0.000146549	0.00028766	0.000257165	0.000135263	0	0.000115636	0.000109809	0.000125067	0	7.93898e-05	5.46297e-05	4.67666e-05	0	0.000214938	0.000126071	7.82121e-05	0.000239517	0
PWY-6609: adenine and adenosine salvage III	0.000415671	0.000469016	0.00022351	0.00039445	0.000601329	0.000387167	0.000444095	0.000292366	0	5.56109e-06	5.09371e-05	0.000388104	0.000952817	0.00041319	0.000368597	0.000253087	0.000647817	0.000508108	0.000442921	0.000432832	0.000450589	0.0005429	0.000968361	0.00070477	0.000241376	0.000455538	0.000618222	0.000705467	0.000634873	0.000369506	0.0006299	0.000423938	0.000475432	0.000639786	0.000457151	0.000476481	0.00020502	0.000419127	0.000380064	0.000527685	0.000170001
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0	4.7852e-05	0	5.47134e-06	1.58137e-05	7.67676e-06	0	0	0	0.000186152	8.88344e-05	3.99426e-06	7.00212e-05	8.76266e-05	0	0	0	0	0	0	2.20731e-05	0	0	0	0	0	0	0	0	2.26213e-05	0	0	4.02137e-07	0	0	0	0	0	0	1.71243e-05	0
PWY-6628: superpathway of L-phenylalanine biosynthesis	0.000224618	0.000145493	5.91812e-05	0.000244964	8.36558e-05	0.000253459	4.12192e-05	0	0	0	0	0.000360351	0.000729657	0.000220542	7.77328e-05	7.4703e-05	9.0709e-05	0.000129883	0	0.000218178	0.000254152	9.71876e-05	0	0.000216843	0.000175482	1.7388e-05	7.47377e-05	5.90174e-05	6.84639e-05	0.000195061	8.13132e-05	0	0.000126378	6.66812e-05	0.00019534	0	8.69151e-05	0.000151201	8.23966e-05	5.04251e-05	0
PWY-6630: superpathway of L-tyrosine biosynthesis	0.000102956	0.000133945	6.39826e-05	8.06265e-05	7.37178e-05	0.00010125	3.9882e-05	9.49653e-05	0	2.43411e-05	0.000100463	0.000168763	0.000636599	0.000175364	6.69269e-05	4.98234e-05	0.000113077	0.000141707	0	0.00015268	0.00018589	9.69576e-05	0	0.000268794	0.000143121	0.000361962	0.00022743	7.09091e-05	0.000133169	0.000182279	5.0102e-05	0	0.000124497	6.56973e-05	0.00024395	0	0	0.000122378	8.6548e-05	4.22982e-05	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0	0	0	0	9.97648e-06	0	0	0	0	0	0	0	0	9.06961e-05	0	0	0	0	0	0	8.04639e-05	0	0	0	0	0	0	0	0	1.3612e-05	0	0	9.47452e-07	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)	0.000412433	0.000346776	0.000439457	0.000352256	0.000132655	0.000313576	0.000402001	0.000350395	3.71923e-05	0.000273805	0.000304781	0.000375015	0.00061123	0.00027877	0.000296403	0.000303846	0.000367932	0.000197666	0.000191794	0.000451547	0.000298953	0.000418729	0.000502208	0.00031778	0.000287267	0.00048922	0.000453147	0.000326575	0.000516833	0.000206255	0.000443418	0	0.000381382	0.000423566	0.000420926	0.000605487	0.000159517	0.000281176	0.000191532	0.00024242	0
PWY-6703: preQ0 biosynthesis	0.000105209	7.47126e-05	0.000163644	0.000111292	0.000131397	0.000135978	0.000161301	0.000303346	0	0.000364004	0.000369143	8.77757e-05	0.000562339	0.00013293	0.000111558	0.00016869	0	7.76546e-05	0.000146591	0.000105614	0.000160117	0.000183042	0	2.11747e-05	0	0.000243979	0.000108473	0.000179922	0.000133465	0.000128616	8.53248e-06	0	7.54252e-05	7.04195e-05	0.000171717	0	0.000209559	0.000225734	0	9.86306e-05	0
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	1.17748e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29266e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-6731: starch degradation III	0.000101683	7.64449e-05	1.88432e-05	5.11961e-05	9.67121e-06	4.93612e-05	1.48565e-05	0	0	0	0	5.25517e-05	0	0.000193027	2.74384e-05	3.92915e-05	0	5.66793e-05	8.59569e-05	1.57811e-05	0.00014965	6.86176e-05	0	2.93609e-05	0	1.67424e-05	7.08759e-05	0	8.15646e-05	7.85349e-05	1.55556e-05	0	4.23711e-05	8.84661e-06	7.39736e-06	0	6.05835e-05	5.63997e-05	0	5.78143e-05	0
PWY-6748: nitrate reduction VII (denitrification)	0	0	0	0	0	0	0	0	0	1.33751e-05	7.92483e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6749: CMP-legionaminate biosynthesis I	0	0	0	0	0	0	0.000253754	0	0	0	0	0	0	3.98391e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38434e-05	0	8.20699e-06	0
PWY-6803: phosphatidylcholine acyl editing	7.53017e-06	6.97568e-05	0	1.24123e-05	1.48315e-05	2.11798e-05	0	0	0	0	0	6.45631e-06	0	0.000149527	0	0	0	0	0	0	0.000108857	1.75788e-05	0	0	0	0	0	0	0	4.39954e-05	1.27655e-05	0	0	0	0	0	0.000182415	0	0	0	0
PWY-6823: molybdopterin biosynthesis	0.000220757	0.00020343	0	0.000128116	4.27648e-05	9.82847e-05	0.000122039	0	0	0.000430004	0.000429319	0.000108847	4.32249e-05	0.000144082	0.000120118	6.52307e-05	0.000137441	0.000121963	5.19016e-05	0.000150141	0.000226582	0.000111985	0.000117299	8.44764e-05	0.000447125	0.00059145	0.000125562	0.000453631	9.71017e-05	9.32653e-05	0.000154694	0	0.000157051	8.18652e-05	0.000134759	0	0.000105995	0.00014636	4.47506e-05	0.000127232	0
PWY-6859: all-trans-farnesol biosynthesis	2.76191e-05	3.34457e-05	9.97322e-05	2.54858e-05	9.86557e-06	1.9599e-05	1.37304e-05	0	0	0	0	1.3029e-05	2.06201e-05	8.25413e-05	0	1.20226e-05	0	0	0	0	0.000156901	1.01649e-05	0	0	0	0	8.93841e-06	0	0	1.04472e-05	1.11056e-05	0	0	0	0	0	0	2.5718e-05	8.40587e-05	4.33636e-05	0
